1568317243536347136,"@Gregan i watch a lot of esports and honestly nothing comes close to an RL overtime, tac shooter rounds usually play out quite linearly so the intensity comes from the stakes

in rocket league the game could literally end at any second and you often have no idea who's going to win it",284,"@Gregan i watch a lot of esports and honestly nothing comes close to an RL overtime, tac shooter rounds usually play out quite linearly so the intensity comes from the stakes

in rocket league the game could literally end at any second and you often have no idea who's going to win it"
1568316913339564036,"Tonight is the first stream of my brand new schedule.  Gonna open up with Destiny 2. And maybe some rocket league later

Catch the bean live at 8pm CST on https://t.co/VpXIqJn8Wt 

#Destiny2 #rocketleague #furry #hobkin",219,"Tonight is the first stream of my brand new schedule.  Gonna open up with Destiny 2. And maybe some rocket league later

Catch the bean live at 8pm CST on https://t.co/VpXIqJn8Wt 

#Destiny2 #rocketleague #furry #hobkin"
1568316648750194691,@Gamingdad_1 That seems a little long saying that could be 6 seasons and if you end up not liking your new team when you start pro rocket league your stuck with them for the next 2 years,186,@Gamingdad_1 That seems a little long saying that could be 6 seasons and if you end up not liking your new team when you start pro rocket league your stuck with them for the next 2 years
1568316582551769088,"Let's go live rocket League 
https://t.co/UdnrAPOHwP",52,"Let's go live rocket League 
https://t.co/UdnrAPOHwP"
1568316378309853190,"on Rocket League

https://t.co/1A4H96Rycv",41,"on Rocket League

https://t.co/1A4H96Rycv"
1568315986847186948,"6 games I like, 6 tags

1. Assetto Corsa Competitione
2. Rocket League
3. Watch Dogs
4. Digital Combat Simulator
5. iRacing
6. Beat Saber

@Papa5chlumpf 
@hirsch_junge 
@EpicEugen 
@balanceboardfan 
@neuneuroticket 
@dialektik_plus https://t.co/ajNYL2LGxQ",231,"6 games I like, 6 tags

1. Assetto Corsa Competitione
2. Rocket League
3. Watch Dogs
4. Digital Combat Simulator
5. iRacing
6. Beat Saber

@Papa5chlumpf 
@hirsch_junge 
@EpicEugen 
@balanceboardfan 
@neuneuroticket 
@dialektik_plus https://t.co/ajNYL2LGxQ"
1568315899362287618,"New Seasons, New Updates, New Games - Support-A-Creator!

• ROCKET LEAGUE
• CYBERPUNK 2077 - EDGERUNNERS
• SLIME RANCHER 2
• CALL OF THE WILD: THE ANGLER™

🙏💙Please consider using code ‘UniverseJ15’ in the @EpicGames Shop or in game shops to support me. #EpicPartner #Ad https://t.co/XwTuD1MmwR",270,"New Seasons, New Updates, New Games - Support-A-Creator!

• ROCKET LEAGUE
• CYBERPUNK 2077 - EDGERUNNERS
• SLIME RANCHER 2
• CALL OF THE WILD: THE ANGLER™

🙏💙Please consider using code ‘UniverseJ15’ in the @EpicGames Shop or in game shops to support me. #EpicPartner #Ad https://t.co/XwTuD1MmwR"
1568315833029369860,@Twitch Rocket League 😭,23,@Twitch Rocket League 😭
1568315653722968070,What if all the Rocket League pro teams (RLCS) and players had to sign contracts that lasted for minimum 2 years?,113,What if all the Rocket League pro teams (RLCS) and players had to sign contracts that lasted for minimum 2 years?
1568314568321171456,Tonight we're ranking up (or down) in Unite. Probably on the wife's account to get her up to where I am to make our queues a little nicer. Then tomorrow Rocket League 2s placements. And we will have next week's schedule out as well.,232,Tonight we're ranking up (or down) in Unite. Probably on the wife's account to get her up to where I am to make our queues a little nicer. Then tomorrow Rocket League 2s placements. And we will have next week's schedule out as well.
1568314561979351040,How many gamers are playing? Rocket League Live Player Count https://t.co/AN6pFDHpWB #gaming,92,How many gamers are playing? Rocket League Live Player Count https://t.co/AN6pFDHpWB #gaming
1568314307955376130,@lukmeiFN @slaitzfn Luncher rocket league,41,@lukmeiFN @slaitzfn Luncher rocket league
1568314077574832133,"6 juegazos / 6 amiwis

🚀Outer Wilds
💀Hollow Knight
😸Pokemon
⚽Rocket League
🎶Bang Dream
🦑Splatoon

@robertoccu @98Luisma @Spartan_Dark_ @ssommarrr @KiwiO_K @Ryuzuka_ https://t.co/5oLUw71hFO",164,"6 juegazos / 6 amiwis

🚀Outer Wilds
💀Hollow Knight
😸Pokemon
⚽Rocket League
🎶Bang Dream
🦑Splatoon

@robertoccu @98Luisma @Spartan_Dark_ @ssommarrr @KiwiO_K @Ryuzuka_ https://t.co/5oLUw71hFO"
1568314071669170186,"""According to PlayVS"" 

I notice there is no @CarmelEsports on there
or @NNHSEsports or any of the state champions from any of the states that are not a ""PVS"" state

Make this better @USATODAY include all of the data from every state. #PlayVSNever
https://t.co/0DYO9Ly8pf",271,"""According to PlayVS"" 

I notice there is no @CarmelEsports on there
or @NNHSEsports or any of the state champions from any of the states that are not a ""PVS"" state

Make this better @USATODAY include all of the data from every state. #PlayVSNever
https://t.co/0DYO9Ly8pf"
1568313665136349184,What is the best car in Rocket League? 🏎️,41,What is the best car in Rocket League? 🏎️
1568313541538586625,"Due to rising energy prices we will be saying goodbye to our Rocket League department.💰🫣

they will now be going by the name ""reply guys"" for the 22-23 season GLHF!💀

thank you Bnatic Rocket league 🧡",199,"Due to rising energy prices we will be saying goodbye to our Rocket League department.💰🫣

they will now be going by the name ""reply guys"" for the 22-23 season GLHF!💀

thank you Bnatic Rocket league 🧡"
1568313302618439686,"How does one stop feeling like trash when they play rocket league?

Or is it a feeling that never goes away during rocket league?

Whatever, just want to feel good at playing again :(",183,"How does one stop feeling like trash when they play rocket league?

Or is it a feeling that never goes away during rocket league?

Whatever, just want to feel good at playing again :("
1568312866343731201,@Luminosity @Class in rocket league?,36,@Luminosity @Class in rocket league?
1568312390344646658,I have GOT to get the rocket league civic,41,I have GOT to get the rocket league civic
1568311853847298048,@Snartles (Yes - I'm throwing salt at Rocket League with this comment.),71,@Snartles (Yes - I'm throwing salt at Rocket League with this comment.)
1568311314967330816,@WunGo_RL shit but only clip ive got on hand so throw my hat in the ring for a pizza https://t.co/H6HOhLYYvU,108,@WunGo_RL shit but only clip ive got on hand so throw my hat in the ring for a pizza https://t.co/H6HOhLYYvU
1568310746005528576,"Podcast guests this month 
9/5 @Plumato @Aquatavius 
9/12 @KevdogRL @ValkyrieRL 
9/19 @catjeansRL 
9/26 @GoGoRocketGirl 

So many awesome people in the rocket league community:)",177,"Podcast guests this month 
9/5 @Plumato @Aquatavius 
9/12 @KevdogRL @ValkyrieRL 
9/19 @catjeansRL 
9/26 @GoGoRocketGirl 

So many awesome people in the rocket league community:)"
1568310642398089218,I am thoroughly convinced that C2 is the purgatory of Rocket League.,68,I am thoroughly convinced that C2 is the purgatory of Rocket League.
1568310428303822848,"6 juegos que adoro, 6 @ (trato de no repetir a nadie)
1 Hollow Knight
2 Elden Ring
3 The Binding of Isaac
4 Nier: Automata
5 Rocket League
6 Portal

@PlanetaCalvo @luchogual @KendracoTV @DuilioGameDev @FedeArkaelic @Del7g",221,"6 juegos que adoro, 6 @ (trato de no repetir a nadie)
1 Hollow Knight
2 Elden Ring
3 The Binding of Isaac
4 Nier: Automata
5 Rocket League
6 Portal

@PlanetaCalvo @luchogual @KendracoTV @DuilioGameDev @FedeArkaelic @Del7g"
1568310034685116418,"Jogar Overwatch, Rocket League e CS imediatamente",49,"Jogar Overwatch, Rocket League e CS imediatamente"
1568309335503114240,"my FPS is good ingame but not on stream capture when i stream, any1 know fix? for every game apart from rocket league",117,"my FPS is good ingame but not on stream capture when i stream, any1 know fix? for every game apart from rocket league"
1568309291232239616,"Rocket league is like capitalism, the more boost you have the more you get -Melon",81,"Rocket league is like capitalism, the more boost you have the more you get -Melon"
1568309233275355136,"@Gregan I feel like ur twitter audience might be a LITTLE bias. But as someone who has never played Valorant, Rocket League is definitely more intense.",151,"@Gregan I feel like ur twitter audience might be a LITTLE bias. But as someone who has never played Valorant, Rocket League is definitely more intense."
1568309149330731012,"Been actually taking Youtube a lil more serious after putting it off for so long! Got a great lil push, need 10 more to 100! Appreciate anyone who digs Rocket League (and other) content to help me get these final 10! https://t.co/6a92pTVJqQ",240,"Been actually taking Youtube a lil more serious after putting it off for so long! Got a great lil push, need 10 more to 100! Appreciate anyone who digs Rocket League (and other) content to help me get these final 10! https://t.co/6a92pTVJqQ"
1568309017092694016,THEY ADDED PHONK IN ROCKET LEAGUE LETS GOOOOOOOOO,49,THEY ADDED PHONK IN ROCKET LEAGUE LETS GOOOOOOOOO
1568308513918844928,"@MeloDotty @dragonkid203 @NewMythsOldGods @KrookedDoesStuf @ColonelFancy @LetruneInedil - Starfox64 
- Streets of Rage 2
- Mario Kart 64
- Super Street Fighter 2
- Rocket League
- Starcraft 2",191,"@MeloDotty @dragonkid203 @NewMythsOldGods @KrookedDoesStuf @ColonelFancy @LetruneInedil - Starfox64 
- Streets of Rage 2
- Mario Kart 64
- Super Street Fighter 2
- Rocket League
- Starcraft 2"
1568308309241004032,@gcindisguise rocket league clip,32,@gcindisguise rocket league clip
1568308224209682432,@Gregan rocket league is just the more exciting esport overall,62,@Gregan rocket league is just the more exciting esport overall
1568308210695655430,@NRGgg ain’t no way you just said this when you got Rocket League,65,@NRGgg ain’t no way you just said this when you got Rocket League
1568308184963780608,@WunGo_RL like rocket league clip or funny video,48,@WunGo_RL like rocket league clip or funny video
1568308080655360001,@Gregan This FPX-DRX one was crazy but i think the edge goes to rocket league as its way more intense considering a series can be over or flipped in a matter of second.,168,@Gregan This FPX-DRX one was crazy but i think the edge goes to rocket league as its way more intense considering a series can be over or flipped in a matter of second.
1568307723120574464,"@Zentaro_Okamune If you can win in it against others, Puff will like it, from Monopoly and Mario Party to Guilty Gear and Rocket League. Aku would rather avoid competitive ones and stick to single player. Puff's fave genre is Fighting games and Aku's fave genre is RPGs. https://t.co/0VaGopQo3l",270,"@Zentaro_Okamune If you can win in it against others, Puff will like it, from Monopoly and Mario Party to Guilty Gear and Rocket League. Aku would rather avoid competitive ones and stick to single player. Puff's fave genre is Fighting games and Aku's fave genre is RPGs. https://t.co/0VaGopQo3l"
1568306938441777152,@Gregan rocket league in general but that drx vs fpx overtime was just peak gameplay,84,@Gregan rocket league in general but that drx vs fpx overtime was just peak gameplay
1568306933266010112,"@Gregan Rocket League OTs with high save amounts are crazy, getting a miracle save in RLCS ot is an unparalleled feeling",120,"@Gregan Rocket League OTs with high save amounts are crazy, getting a miracle save in RLCS ot is an unparalleled feeling"
1568306328925343746,"6 games! 

1. Rocket League 🚗
2. Civilization 5 🌇
3. Battlefield Bad Company 2 🔫
4. Hades 🔥
5. Outer Wilds 🛰
6. The Witcher 3: Wild Hunt🗡

Dunno who to tag, so feel free! It’s fun to reflect on your favorites. https://t.co/NsYVRenijA",209,"6 games! 

1. Rocket League 🚗
2. Civilization 5 🌇
3. Battlefield Bad Company 2 🔫
4. Hades 🔥
5. Outer Wilds 🛰
6. The Witcher 3: Wild Hunt🗡

Dunno who to tag, so feel free! It’s fun to reflect on your favorites. https://t.co/NsYVRenijA"
1568306323359399939,"@pfluxuate Rocket League, for sure. 

SSBU &amp; CS:GO are very close though.",77,"@pfluxuate Rocket League, for sure. 

SSBU &amp; CS:GO are very close though."
1568306037660487680,@501_petersen you play rocket league right? https://t.co/E9rCHvp9PE,43,@501_petersen you play rocket league right? https://t.co/E9rCHvp9PE
1568305740409982977,"We know it's not soccer season yet, but it is SOCCAR season! We're excited to announce our Rocket League Crimson Roster for the 2022-2023 school year. Let's gooooo!!!

#BoomerSooner #OUEsports #RocketLeague https://t.co/saLXKJjKqJ",206,"We know it's not soccer season yet, but it is SOCCAR season! We're excited to announce our Rocket League Crimson Roster for the 2022-2023 school year. Let's gooooo!!!

#BoomerSooner #OUEsports #RocketLeague https://t.co/saLXKJjKqJ"
1568305555852390403,"First night of @neccgames pre-season placement matches for our Rocket League teams.  Both teams will play 2 matches tonight. 

Check out the action at https://t.co/vqDExx84DN starting at 7pm

#TrueBlueBU #PilotGamers https://t.co/4ATuOdarpa",216,"First night of @neccgames pre-season placement matches for our Rocket League teams.  Both teams will play 2 matches tonight. 

Check out the action at https://t.co/vqDExx84DN starting at 7pm

#TrueBlueBU #PilotGamers https://t.co/4ATuOdarpa"
1568304855722106885,"@NillRenan marcou e agora vamos nós. 6 jogos e 6 tags:

1- Need for speed 2016
2- Rocket league
3-  Century Age of ashes
4- After wave downfall
5 - Garrys mod
6 - Bit blaster xl

@pevamano,@Rafag0tinha,@Tiu_JowYT,@alemaunzinhuu,@SKrainWF,@EllaMadness200K https://t.co/Es21s4C7i9",254,"@NillRenan marcou e agora vamos nós. 6 jogos e 6 tags:

1- Need for speed 2016
2- Rocket league
3-  Century Age of ashes
4- After wave downfall
5 - Garrys mod
6 - Bit blaster xl

@pevamano,@Rafag0tinha,@Tiu_JowYT,@alemaunzinhuu,@SKrainWF,@EllaMadness200K https://t.co/Es21s4C7i9"
